	id	pSentiment
14809	"10291_7"	1
14810	"4252_9"	1
14811	"1756_7"	1
14812	"11481_1"	0
14813	"7172_2"	0
14814	"1934_4"	0
14815	"619_9"	1
14816	"4037_7"	1
14817	"2109_9"	1
14818	"2734_4"	0
14819	"2155_10"	1
14820	"8405_9"	1
14821	"3445_1"	0
14822	"7471_10"	1
14823	"11167_9"	1
14824	"3295_1"	0
14825	"9690_10"	1
14826	"12224_3"	0
14827	"3470_8"	1
14828	"3560_2"	0
14829	"5637_10"	1
14830	"11675_3"	0
14831	"2242_1"	0
14832	"4367_9"	1
14833	"5073_7"	1
14834	"159_10"	1
14835	"4538_7"	1
14836	"5970_10"	1
14837	"7978_8"	1
14838	"3063_10"	1
14839	"5963_10"	1
14840	"5599_7"	1
14841	"2892_3"	0
14842	"10098_10"	1
14843	"11857_1"	0
14844	"909_1"	0
14845	"1476_10"	1
14846	"11121_1"	0
14847	"1209_1"	0
14848	"10898_3"	0
14849	"4602_3"	0
14850	"10501_4"	0
14851	"5383_10"	1
14852	"7020_1"	0
14853	"8591_7"	1
14854	"12047_1"	0
14855	"9128_2"	0
14856	"1007_1"	0
14857	"3833_3"	0
14858	"6639_10"	1
14859	"2008_4"	0
14860	"8511_1"	0
14861	"589_1"	0
14862	"3985_4"	0
14863	"3059_8"	1
14864	"11890_1"	0
14865	"1165_7"	1
14866	"6026_3"	0
14867	"9203_9"	1
14868	"5679_1"	0
14869	"3662_4"	0
14870	"8165_3"	0
14871	"4498_3"	0
14872	"9355_4"	0
14873	"10949_8"	1
14874	"2979_10"	1
14875	"4603_4"	0
14876	"4761_10"	1
14877	"10254_1"	0
14878	"12472_10"	1
14879	"7808_1"	0
14880	"704_1"	0
14881	"10930_8"	1
14882	"10215_2"	0
14883	"8088_7"	1
14884	"1707_10"	1
14885	"5219_7"	1
14886	"1341_10"	1
14887	"10302_9"	1
14888	"10322_2"	0
14889	"7345_7"	1
14890	"6728_3"	0
14891	"8171_8"	1
14892	"265_7"	1
14893	"6153_1"	0
14894	"7193_2"	0
14895	"525_10"	1
14896	"9959_7"	1
14897	"8107_8"	1
14898	"528_9"	1
14899	"4274_4"	0
14900	"3277_1"	0
14901	"3384_8"	1
14902	"9445_10"	1
14903	"1381_7"	1
14904	"12317_1"	0
14905	"4611_10"	1
14906	"1886_10"	1
14907	"3352_9"	1
14908	"8337_3"	0
14909	"7788_2"	0
14910	"9138_1"	0
14911	"9839_1"	0
14912	"9604_3"	0
14913	"6627_7"	1
14914	"1382_1"	0
14915	"2473_10"	1
14916	"7058_8"	1
14917	"10096_7"	1
14918	"558_10"	1
14919	"5022_8"	1
14920	"10023_1"	0
14921	"12288_4"	0
14922	"9408_10"	1
14923	"4415_4"	0
14924	"7477_4"	0
14925	"3106_1"	0
14926	"4836_4"	0
14927	"3880_2"	0
14928	"5230_10"	1
14929	"676_4"	0
14930	"8069_1"	0
14931	"10357_1"	0
14932	"6553_10"	1
14933	"10772_1"	0
14934	"5184_2"	0
14935	"5984_4"	0
14936	"3304_3"	0
14937	"10718_4"	0
14938	"9310_1"	0
14939	"11072_2"	0
14940	"9034_2"	0
14941	"7264_8"	1
14942	"556_1"	0
14943	"11026_1"	0
14944	"1719_1"	0
14945	"8861_1"	0
14946	"6038_3"	0
14947	"10644_8"	1
14948	"12273_2"	0
14949	"10329_1"	0
14950	"4462_4"	0
14951	"4310_4"	0
14952	"361_4"	0
14953	"3696_4"	0
14954	"11869_4"	0
14955	"4473_8"	1
14956	"9494_10"	1
14957	"4052_8"	1
14958	"7597_3"	0
14959	"3038_8"	1
14960	"8679_8"	1
14961	"7105_3"	0
14962	"577_3"	0
14963	"9889_1"	0
14964	"5422_4"	0
14965	"734_10"	1
14966	"5268_10"	1
14967	"10643_1"	0
14968	"9456_1"	0
14969	"8431_4"	0
14970	"2575_7"	1
14971	"8358_9"	1
14972	"2758_7"	1
14973	"2274_2"	0
14974	"644_9"	1
14975	"5949_10"	1
14976	"10511_1"	0
14977	"703_4"	0
14978	"6340_10"	1
14979	"354_9"	1
14980	"4862_7"	1
14981	"4758_8"	1
14982	"1067_3"	0
14983	"4338_1"	0
14984	"3129_10"	1
14985	"8151_4"	0
14986	"3249_9"	1
14987	"2443_9"	1
14988	"9574_1"	0
14989	"7284_1"	0
14990	"9102_1"	0
14991	"5941_1"	0
14992	"2477_7"	1
14993	"2423_4"	0
14994	"11859_10"	1
14995	"9366_9"	1
14996	"11716_7"	1
14997	"8920_1"	0
14998	"6983_3"	0
14999	"11000_1"	0
15000	"929_10"	1
15001	"8419_1"	0
15002	"7270_2"	0
15003	"10386_8"	1
15004	"10095_7"	1
15005	"1758_1"	0
15006	"9320_10"	1
15007	"12000_3"	0
15008	"2848_7"	1
15009	"9380_9"	1
15010	"2952_2"	0
15011	"4398_2"	0
15012	"6631_7"	1
15013	"6563_3"	0
15014	"6671_10"	1
15015	"272_10"	1
15016	"5484_10"	1
15017	"12122_7"	1
15018	"7603_2"	0
15019	"2149_4"	0
15020	"3805_2"	0
15021	"9900_10"	1
15022	"4813_9"	1
15023	"9522_10"	1
15024	"11360_7"	1
15025	"1817_8"	1
15026	"1444_4"	0
15027	"8485_8"	1
15028	"1442_1"	0
15029	"12148_1"	0
15030	"1388_10"	1
15031	"4905_10"	1
15032	"2557_1"	0
15033	"4096_2"	0
15034	"812_10"	1
15035	"8204_8"	1
15036	"9062_3"	0
15037	"6516_10"	1
15038	"7033_7"	1
15039	"9790_9"	1
15040	"6466_10"	1
15041	"1748_8"	1
15042	"11836_10"	1
15043	"1726_8"	1
15044	"5310_10"	1
15045	"10106_1"	0
15046	"791_1"	0
15047	"3646_1"	0
15048	"2833_1"	0
15049	"11558_10"	1
15050	"5768_8"	1
15051	"1437_1"	0
15052	"12200_8"	1
15053	"1191_1"	0
15054	"7001_10"	1
15055	"5090_10"	1
15056	"11872_1"	0
15057	"6362_7"	1
15058	"4372_2"	0
15059	"10712_1"	0
15060	"3381_1"	0
15061	"6848_7"	1
15062	"7153_8"	1
15063	"6168_10"	1
15064	"3534_1"	0
15065	"8184_4"	0
15066	"6396_2"	0
15067	"11629_2"	0
15068	"666_10"	1
15069	"2747_9"	1
15070	"10144_2"	0
15071	"10743_2"	0
15072	"5418_4"	0
15073	"10279_3"	0
15074	"8425_1"	0
15075	"311_1"	0
15076	"7934_7"	1
15077	"2616_2"	0
15078	"12110_4"	0
15079	"204_4"	0
15080	"7925_1"	0
15081	"4748_7"	1
15082	"303_2"	0
15083	"8673_3"	0
15084	"11112_1"	0
15085	"8319_4"	0
15086	"5672_9"	1
15087	"2011_1"	0
15088	"11849_8"	1
15089	"6278_7"	1
15090	"9974_3"	0
15091	"3326_8"	1
15092	"11977_8"	1
15093	"3337_9"	1
15094	"12016_7"	1
15095	"5775_7"	1
15096	"1918_3"	0
15097	"7465_1"	0
15098	"4851_3"	0
15099	"11861_10"	1
15100	"7512_8"	1
15101	"9231_4"	0
15102	"6807_1"	0
15103	"4740_2"	0
15104	"5001_1"	0
15105	"6963_4"	0
15106	"6261_2"	0
15107	"7117_10"	1
15108	"1792_1"	0
15109	"6179_1"	0
15110	"1079_3"	0
15111	"1463_1"	0
15112	"3361_4"	0
15113	"9719_7"	1
15114	"5847_10"	1
15115	"4812_8"	1
15116	"7792_1"	0
15117	"6381_8"	1
15118	"388_8"	1
15119	"12076_4"	0
15120	"337_4"	0
15121	"9497_3"	0
15122	"2345_4"	0
15123	"1835_10"	1
15124	"1605_10"	1
15125	"8252_3"	0
15126	"5540_10"	1
15127	"981_2"	0
15128	"6956_2"	0
15129	"12292_1"	0
15130	"478_2"	0
15131	"2831_4"	0
15132	"3104_2"	0
15133	"3973_7"	1
15134	"3718_8"	1
15135	"12179_2"	0
15136	"2670_10"	1
15137	"2412_10"	1
15138	"7462_1"	0
15139	"3986_10"	1
15140	"9847_7"	1
15141	"9116_1"	0
15142	"4695_4"	0
15143	"3623_8"	1
15144	"7074_7"	1
15145	"9739_7"	1
15146	"5042_3"	0
15147	"8985_2"	0
15148	"1494_4"	0
15149	"5850_9"	1
15150	"3901_2"	0
15151	"5254_3"	0
15152	"5160_8"	1
15153	"11314_8"	1
15154	"1636_1"	0
15155	"11650_1"	0
15156	"6954_2"	0
15157	"7095_2"	0
15158	"7841_4"	0
15159	"2418_8"	1
15160	"12345_3"	0
15161	"545_10"	1
15162	"3064_8"	1
15163	"5608_9"	1
15164	"5136_3"	0
15165	"2131_2"	0
15166	"8283_1"	0
15167	"1386_3"	0
15168	"5114_4"	0
15169	"12429_7"	1
15170	"6937_2"	0
15171	"10184_1"	0
15172	"7180_9"	1
15173	"9951_4"	0
15174	"3934_8"	1
15175	"2659_8"	1
15176	"366_1"	0
15177	"4505_8"	1
15178	"10360_8"	1
15179	"4646_1"	0
15180	"9566_1"	0
15181	"5664_2"	0
15182	"1788_3"	0
15183	"6024_10"	1
15184	"3285_1"	0
15185	"529_10"	1
15186	"2976_10"	1
15187	"11405_1"	0
15188	"1085_2"	0
15189	"5708_10"	1
15190	"6247_1"	0
15191	"3004_10"	1
15192	"3453_7"	1
15193	"9221_3"	0
15194	"6833_10"	1
15195	"9242_3"	0
15196	"3387_10"	1
15197	"12260_2"	0
15198	"4335_9"	1
15199	"8082_8"	1
15200	"12004_4"	0
15201	"9421_10"	1
15202	"7953_9"	1
15203	"400_10"	1
15204	"8402_10"	1
15205	"7061_7"	1
15206	"8502_9"	1
15207	"10912_7"	1
15208	"6105_2"	0
15209	"3907_3"	0
15210	"9997_2"	0
15211	"3780_2"	0
15212	"7070_9"	1
15213	"598_9"	1
15214	"1742_1"	0
15215	"10744_8"	1
15216	"676_8"	1
15217	"8538_10"	1
15218	"5253_10"	1
15219	"9082_10"	1
15220	"700_4"	0
15221	"3822_10"	1
15222	"10102_7"	1
15223	"6711_10"	1
15224	"4048_2"	0
15225	"11280_8"	1
15226	"2501_8"	1
15227	"6875_2"	0
15228	"11964_4"	0
15229	"9490_10"	1
15230	"6120_1"	0
15231	"2070_4"	0
15232	"4729_10"	1
15233	"9339_1"	0
15234	"10399_4"	0
15235	"3570_1"	0
15236	"10459_2"	0
15237	"5079_8"	1
15238	"2018_3"	0
15239	"12411_4"	0
15240	"3906_1"	0
15241	"114_10"	1
15242	"7604_1"	0
15243	"7803_2"	0
15244	"2028_3"	0
15245	"3092_10"	1
15246	"1653_10"	1
15247	"333_10"	1
15248	"8345_3"	0
15249	"10991_9"	1
15250	"7105_9"	1
15251	"5076_10"	1
15252	"6040_1"	0
15253	"8904_4"	0
15254	"4689_1"	0
15255	"9759_10"	1
15256	"2215_8"	1
15257	"6480_10"	1
15258	"12438_8"	1
15259	"1257_3"	0
15260	"10385_10"	1
15261	"1699_4"	0
15262	"8577_8"	1
15263	"7161_9"	1
15264	"3830_1"	0
15265	"10075_9"	1
15266	"11301_7"	1
15267	"6412_9"	1
15268	"8412_7"	1
15269	"620_1"	0
15270	"284_2"	0
15271	"12012_10"	1
15272	"4214_1"	0
15273	"3525_7"	1
15274	"621_1"	0
15275	"1837_2"	0
15276	"10912_3"	0
15277	"3149_8"	1
15278	"11347_10"	1
15279	"9319_2"	0
15280	"1552_8"	1
15281	"11390_1"	0
15282	"6895_2"	0
15283	"7991_7"	1
15284	"934_9"	1
15285	"10668_3"	0
15286	"1385_3"	0
15287	"8441_1"	0
15288	"3068_1"	0
15289	"2408_2"	0
15290	"5552_1"	0
15291	"5297_8"	1
15292	"4361_10"	1
15293	"11711_10"	1
15294	"4091_1"	0
15295	"11076_4"	0
15296	"7244_10"	1
15297	"11246_2"	0
15298	"3073_4"	0
15299	"9848_7"	1
15300	"9341_7"	1
15301	"7299_8"	1
15302	"8552_3"	0
15303	"4811_3"	0
15304	"1658_1"	0
15305	"8938_2"	0
15306	"7434_2"	0
15307	"11399_8"	1
15308	"6419_1"	0
15309	"9162_10"	1
15310	"3750_3"	0
15311	"11948_10"	1
15312	"7966_4"	0
15313	"4925_1"	0
15314	"3863_7"	1
15315	"3248_4"	0
15316	"1208_4"	0
15317	"9711_9"	1
15318	"6743_9"	1
15319	"1050_4"	0
15320	"7059_3"	0
15321	"10292_3"	0
15322	"1828_8"	1
15323	"9847_1"	0
15324	"2150_4"	0
15325	"2234_1"	0
15326	"2841_10"	1
15327	"2019_2"	0
15328	"7245_4"	0
15329	"1441_9"	1
15330	"7079_9"	1
15331	"3200_1"	0
15332	"3973_3"	0
15333	"7641_3"	0
15334	"9568_7"	1
15335	"1525_9"	1
15336	"6080_4"	0
15337	"11969_4"	0
15338	"1205_8"	1
15339	"1222_1"	0
15340	"12290_10"	1
15341	"4792_10"	1
15342	"3831_4"	0
15343	"2770_8"	1
15344	"12317_10"	1
15345	"5677_10"	1
15346	"3899_1"	0
15347	"5331_1"	0
15348	"9086_7"	1
15349	"912_3"	0
15350	"3433_9"	1
15351	"8517_2"	0
15352	"4141_10"	1
15353	"5315_4"	0
15354	"7503_4"	0
15355	"4677_1"	0
15356	"5929_10"	1
15357	"1445_8"	1
15358	"11905_8"	1
15359	"9206_3"	0
15360	"6797_8"	1
15361	"1750_4"	0
15362	"6386_10"	1
15363	"4694_1"	0
15364	"1799_3"	0
15365	"6183_4"	0
15366	"200_10"	1
15367	"4959_7"	1
15368	"4597_8"	1
15369	"474_4"	0
15370	"8971_3"	0
15371	"3760_1"	0
15372	"4113_7"	1
15373	"4981_1"	0
15374	"4501_4"	0
15375	"381_10"	1
15376	"1488_10"	1
15377	"805_9"	1
15378	"957_2"	0
15379	"273_9"	1
15380	"8185_2"	0
15381	"282_1"	0
15382	"493_10"	1
15383	"1490_8"	1
15384	"3601_3"	0
15385	"3557_9"	1
15386	"4126_8"	1
15387	"5115_10"	1
15388	"11951_1"	0
15389	"7895_1"	0
15390	"7359_10"	1
15391	"4350_2"	0
15392	"7616_1"	0
15393	"646_1"	0
15394	"12282_8"	1
15395	"2089_10"	1
15396	"6316_8"	1
15397	"3554_10"	1
15398	"1008_1"	0
15399	"268_1"	0
15400	"12400_8"	1
15401	"6017_2"	0
15402	"10945_9"	1
15403	"11641_7"	1
15404	"10138_3"	0
15405	"10988_10"	1
15406	"5265_9"	1
15407	"4083_3"	0
15408	"2101_7"	1
15409	"4371_2"	0
15410	"8719_2"	0
15411	"10985_9"	1
15412	"10058_1"	0
15413	"8104_3"	0
15414	"5782_10"	1
15415	"10225_9"	1
15416	"9980_8"	1
15417	"12044_7"	1
15418	"11297_3"	0
15419	"343_10"	1
15420	"627_2"	0
15421	"11972_10"	1
15422	"5241_7"	1
15423	"1992_10"	1
15424	"6775_3"	0
15425	"11857_10"	1
15426	"7565_10"	1
15427	"3483_2"	0
15428	"4557_2"	0
15429	"9943_7"	1
15430	"10022_4"	0
15431	"2365_10"	1
15432	"3955_9"	1
15433	"2668_9"	1
15434	"8497_7"	1
15435	"2733_1"	0
15436	"8236_7"	1
15437	"4225_2"	0
15438	"252_4"	0
15439	"8010_1"	0
15440	"1620_10"	1
15441	"5281_1"	0
15442	"59_3"	0
15443	"10388_4"	0
15444	"3469_10"	1
15445	"9412_3"	0
15446	"11575_10"	1
15447	"9075_10"	1
15448	"6604_7"	1
15449	"1143_1"	0
15450	"6163_10"	1
15451	"4257_4"	0
15452	"10777_2"	0
15453	"1370_8"	1
15454	"6885_9"	1
15455	"11749_4"	0
15456	"2633_8"	1
15457	"4600_4"	0
15458	"4778_1"	0
15459	"3708_7"	1
15460	"8234_1"	0
15461	"6606_3"	0
15462	"8457_9"	1
15463	"1702_9"	1
15464	"11676_8"	1
15465	"4783_10"	1
15466	"8445_4"	0
15467	"8392_3"	0
15468	"1285_1"	0
15469	"1688_1"	0
15470	"5360_10"	1
15471	"5348_8"	1
15472	"7115_9"	1
15473	"2401_8"	1
15474	"5256_1"	0
15475	"4833_10"	1
15476	"7075_10"	1
15477	"7556_8"	1
15478	"6923_2"	0
15479	"10272_1"	0
15480	"11398_4"	0
15481	"3077_1"	0
15482	"390_10"	1
15483	"10294_1"	0
15484	"10519_9"	1
15485	"10164_4"	0
15486	"9277_9"	1
15487	"10512_10"	1
15488	"342_1"	0
15489	"8699_1"	0
15490	"9565_8"	1
15491	"9799_1"	0
15492	"6773_3"	0
15493	"7164_2"	0
15494	"9124_1"	0
15495	"6171_4"	0
15496	"10467_10"	1
15497	"3734_3"	0
15498	"845_1"	0
15499	"3225_3"	0
15500	"4592_1"	0
15501	"1338_7"	1
15502	"490_3"	0
15503	"449_10"	1
15504	"9765_10"	1
15505	"5147_8"	1
15506	"1481_2"	0
15507	"2885_1"	0
15508	"9020_1"	0
15509	"6035_1"	0
15510	"2221_1"	0
15511	"6325_7"	1
15512	"125_7"	1
15513	"6594_1"	0
15514	"7638_1"	0
15515	"5402_4"	0
15516	"11244_10"	1
15517	"3026_7"	1
15518	"6722_9"	1
15519	"3615_2"	0
15520	"7675_8"	1
15521	"1818_1"	0
15522	"227_1"	0
15523	"9693_8"	1
15524	"12410_1"	0
15525	"8095_4"	0
15526	"6627_2"	0
15527	"10745_3"	0
15528	"7847_3"	0
15529	"3159_9"	1
15530	"305_1"	0
15531	"5102_7"	1
15532	"5955_3"	0
15533	"8885_10"	1
15534	"9653_2"	0
15535	"3025_1"	0
15536	"11444_2"	0
15537	"11185_1"	0
15538	"7617_3"	0
15539	"1635_3"	0
15540	"6193_1"	0
15541	"997_7"	1
15542	"3915_9"	1
15543	"7568_4"	0
15544	"5478_4"	0
15545	"10024_3"	0
15546	"8201_8"	1
15547	"4901_9"	1
15548	"1325_9"	1
15549	"8718_4"	0
15550	"5759_10"	1
15551	"7690_9"	1
15552	"8092_8"	1
15553	"6043_10"	1
15554	"4174_3"	0
15555	"11191_3"	0
15556	"2226_10"	1
15557	"5937_9"	1
15558	"9367_9"	1
15559	"2169_7"	1
15560	"3237_1"	0
15561	"11342_1"	0
15562	"5638_4"	0
15563	"4618_10"	1
15564	"12430_7"	1
15565	"10900_3"	0
15566	"1967_8"	1
15567	"11351_1"	0
15568	"2292_2"	0
15569	"5943_3"	0
15570	"2266_8"	1
15571	"7567_10"	1
15572	"9988_8"	1
15573	"7581_2"	0
15574	"6495_10"	1
15575	"6032_10"	1
15576	"606_10"	1
15577	"6102_10"	1
15578	"1416_10"	1
15579	"2816_1"	0
15580	"6943_9"	1
15581	"11335_9"	1
15582	"10340_9"	1
15583	"8291_8"	1
15584	"6230_2"	0
15585	"11720_2"	0
15586	"2384_10"	1
15587	"501_2"	0
15588	"10638_2"	0
15589	"10036_8"	1
15590	"6280_4"	0
15591	"7772_7"	1
15592	"8084_7"	1
15593	"1689_10"	1
15594	"5437_10"	1
15595	"5354_3"	0
15596	"355_9"	1
15597	"11949_3"	0
15598	"9356_3"	0
15599	"7654_1"	0
15600	"11976_10"	1
15601	"237_1"	0
15602	"1666_8"	1
15603	"8077_1"	0
15604	"3206_8"	1
15605	"11412_1"	0
15606	"9764_1"	0
15607	"10047_1"	0
15608	"10446_10"	1
15609	"3370_9"	1
15610	"7539_10"	1
15611	"6506_10"	1
15612	"6230_8"	1
15613	"11708_3"	0
15614	"1281_3"	0
15615	"3528_7"	1
15616	"8704_9"	1
15617	"1413_7"	1
15618	"5190_4"	0
15619	"12358_7"	1
15620	"438_4"	0
15621	"1772_2"	0
15622	"617_1"	0
15623	"7380_2"	0
15624	"1021_10"	1
15625	"8342_4"	0
15626	"11661_1"	0
15627	"10850_10"	1
15628	"4789_10"	1
15629	"2705_1"	0
15630	"10016_4"	0
15631	"621_10"	1
15632	"2276_7"	1
15633	"8608_1"	0
15634	"11654_9"	1
15635	"12344_8"	1
15636	"8014_2"	0
15637	"9247_10"	1
15638	"271_1"	0
15639	"8467_7"	1
15640	"6112_1"	0
15641	"6839_2"	0
15642	"7655_1"	0
15643	"5938_10"	1
15644	"3892_10"	1
15645	"7130_3"	0
15646	"1689_1"	0
15647	"3056_8"	1
15648	"197_9"	1
15649	"7089_9"	1
15650	"2872_1"	0
15651	"6129_7"	1
15652	"222_10"	1
15653	"2928_2"	0
15654	"1236_7"	1
15655	"7115_3"	0
15656	"7298_7"	1
15657	"4551_1"	0
15658	"4317_1"	0
15659	"10719_10"	1
15660	"4023_9"	1
15661	"11308_3"	0
15662	"12371_8"	1
15663	"7294_9"	1
15664	"2023_1"	0
15665	"7836_3"	0
15666	"6724_1"	0
15667	"7644_7"	1
15668	"7989_10"	1
15669	"12312_10"	1
15670	"1050_9"	1
15671	"9185_9"	1
15672	"156_1"	0
15673	"5671_1"	0
15674	"7979_9"	1
15675	"368_4"	0
15676	"8442_1"	0
15677	"3091_3"	0
15678	"2505_9"	1
15679	"7274_1"	0
15680	"12378_8"	1
15681	"11626_1"	0
15682	"6842_3"	0
15683	"3390_8"	1
15684	"4479_8"	1
15685	"11460_3"	0
15686	"3258_10"	1
15687	"11552_9"	1
15688	"4446_3"	0
15689	"6567_10"	1
15690	"10899_3"	0
15691	"11516_4"	0
15692	"2094_1"	0
15693	"1686_1"	0
15694	"1956_3"	0
15695	"1059_2"	0
15696	"4581_1"	0
15697	"3156_2"	0
15698	"6469_3"	0
15699	"4563_1"	0
15700	"8083_7"	1
15701	"2540_8"	1
15702	"943_2"	0
15703	"4435_1"	0
15704	"10741_10"	1
15705	"10111_1"	0
15706	"8058_1"	0
15707	"2999_3"	0
15708	"5570_4"	0
15709	"7056_7"	1
15710	"8533_8"	1
15711	"3999_10"	1
15712	"1152_10"	1
15713	"2756_9"	1
15714	"3854_10"	1
15715	"11365_1"	0
15716	"8651_9"	1
15717	"5453_2"	0
15718	"9932_4"	0
15719	"10790_3"	0
15720	"2524_4"	0
15721	"9668_1"	0
15722	"1321_1"	0
15723	"5833_10"	1
15724	"5497_9"	1
15725	"4686_3"	0
15726	"9849_9"	1
15727	"702_10"	1
15728	"11615_2"	0
15729	"4698_10"	1
15730	"5490_1"	0
15731	"7039_7"	1
15732	"10761_4"	0
15733	"4318_10"	1
15734	"5320_10"	1
15735	"8781_9"	1
15736	"6518_10"	1
15737	"10592_1"	0
15738	"7282_1"	0
15739	"5145_10"	1
15740	"11408_1"	0
15741	"3263_4"	0
15742	"10089_7"	1
15743	"513_10"	1
15744	"6941_9"	1
15745	"5070_9"	1
15746	"1951_9"	1
15747	"5476_4"	0
15748	"10978_10"	1
15749	"2370_10"	1
15750	"12342_8"	1
15751	"2020_7"	1
15752	"6822_7"	1
15753	"5845_3"	0
15754	"2182_2"	0
15755	"9770_10"	1
15756	"4734_9"	1
15757	"1329_1"	0
15758	"8414_1"	0
15759	"4049_3"	0
15760	"9295_1"	0
15761	"9936_10"	1
15762	"11892_4"	0
15763	"2369_10"	1
15764	"687_4"	0
15765	"3977_2"	0
15766	"4946_1"	0
15767	"151_10"	1
15768	"9237_4"	0
15769	"9934_8"	1
15770	"10566_3"	0
15771	"5043_3"	0
15772	"10760_8"	1
15773	"9197_1"	0
15774	"1514_7"	1
15775	"10525_10"	1
15776	"5499_10"	1
15777	"293_2"	0
15778	"7198_9"	1
15779	"2194_10"	1
15780	"3975_10"	1
15781	"11762_1"	0
15782	"8012_8"	1
15783	"4228_1"	0
15784	"1504_9"	1
15785	"10393_4"	0
15786	"70_9"	1
15787	"1358_10"	1
15788	"11636_3"	0
15789	"5778_2"	0
15790	"5494_10"	1
15791	"6048_1"	0
15792	"10424_9"	1
15793	"7297_10"	1
15794	"4097_2"	0
15795	"10806_9"	1
15796	"7680_8"	1
15797	"632_1"	0
15798	"2246_4"	0
15799	"61_3"	0
15800	"9515_10"	1
15801	"4961_10"	1
15802	"6193_7"	1
15803	"844_1"	0
15804	"7723_4"	0
15805	"7266_7"	1
15806	"11745_10"	1
15807	"11890_7"	1
15808	"9131_3"	0
15809	"10068_8"	1
15810	"165_7"	1
15811	"7829_7"	1
15812	"3053_8"	1
15813	"10507_1"	0
15814	"5968_10"	1
15815	"4413_8"	1
15816	"1062_4"	0
15817	"11208_8"	1
15818	"8757_2"	0
15819	"3878_10"	1
15820	"7575_4"	0
15821	"10860_7"	1
15822	"9870_4"	0
15823	"8505_8"	1
15824	"5536_1"	0
15825	"932_3"	0
15826	"6018_1"	0
15827	"2001_9"	1
15828	"319_9"	1
15829	"2171_1"	0
15830	"7167_3"	0
15831	"226_4"	0
15832	"12296_8"	1
15833	"9207_10"	1
15834	"8527_8"	1
15835	"8354_8"	1
15836	"1936_1"	0
15837	"9425_10"	1
15838	"11436_1"	0
15839	"11255_1"	0
15840	"7130_10"	1
15841	"10339_7"	1
15842	"2695_3"	0
15843	"2928_10"	1
15844	"10465_8"	1
15845	"9704_1"	0
15846	"4904_3"	0
15847	"5853_3"	0
15848	"3102_1"	0
15849	"4463_1"	0
15850	"4490_1"	0
15851	"1732_10"	1
15852	"10560_9"	1
15853	"1142_10"	1
15854	"4634_10"	1
15855	"4843_7"	1
15856	"4430_1"	0
15857	"1763_9"	1
15858	"4762_10"	1
15859	"6351_3"	0
15860	"5730_1"	0
15861	"1395_3"	0
15862	"7938_2"	0
15863	"4882_1"	0
15864	"2877_1"	0
15865	"7131_1"	0
15866	"1140_3"	0
15867	"5245_4"	0
15868	"6404_8"	1
15869	"3510_7"	1
15870	"4309_3"	0
15871	"1440_7"	1
15872	"6957_7"	1
15873	"1067_7"	1
15874	"3136_8"	1
15875	"46_9"	1
15876	"3885_10"	1
15877	"4815_10"	1
15878	"5440_10"	1
15879	"3781_1"	0
15880	"8313_2"	0
15881	"6258_8"	1
15882	"7735_10"	1
15883	"4169_2"	0
15884	"324_8"	1
15885	"8643_7"	1
15886	"11298_3"	0
15887	"8187_9"	1
15888	"3464_1"	0
15889	"9312_1"	0
15890	"11004_8"	1
15891	"6350_2"	0
15892	"12000_8"	1
15893	"5419_1"	0
15894	"6312_7"	1
15895	"9251_3"	0
15896	"1998_9"	1
15897	"2014_4"	0
15898	"7457_4"	0
15899	"7186_2"	0
15900	"1155_10"	1
15901	"5472_2"	0
15902	"9323_2"	0
15903	"3523_9"	1
15904	"11487_10"	1
15905	"5603_7"	1
15906	"2678_1"	0
15907	"8296_8"	1
15908	"11136_1"	0
15909	"507_4"	0
15910	"381_1"	0
15911	"8604_10"	1
15912	"5928_8"	1
15913	"11832_4"	0
15914	"12460_1"	0
15915	"12499_2"	0
15916	"2706_2"	0
15917	"7322_10"	1
15918	"9700_1"	0
15919	"9198_1"	0
15920	"2732_1"	0
15921	"6185_4"	0
15922	"11662_9"	1
15923	"11321_3"	0
15924	"7676_2"	0
15925	"3933_4"	0
15926	"7766_7"	1
15927	"6097_10"	1
15928	"2444_1"	0
15929	"12126_2"	0
15930	"1310_3"	0
15931	"3600_7"	1
15932	"655_10"	1
15933	"7633_8"	1
15934	"6423_3"	0
15935	"6368_4"	0
15936	"3740_2"	0
15937	"9838_7"	1
15938	"10585_2"	0
15939	"6680_7"	1
15940	"985_7"	1
15941	"3610_10"	1
15942	"4468_1"	0
15943	"880_10"	1
15944	"1415_4"	0
15945	"8629_1"	0
15946	"9544_2"	0
15947	"10341_7"	1
15948	"6453_2"	0
15949	"5441_10"	1
15950	"2559_9"	1
15951	"829_7"	1
15952	"6028_9"	1
15953	"1234_10"	1
15954	"7176_10"	1
15955	"11279_10"	1
15956	"11571_9"	1
15957	"12266_9"	1
15958	"8977_1"	0
15959	"9191_1"	0
15960	"2628_3"	0
15961	"10461_1"	0
15962	"6602_2"	0
15963	"1593_4"	0
15964	"937_10"	1
15965	"4716_9"	1
15966	"11617_9"	1
15967	"9368_8"	1
15968	"540_8"	1
15969	"8938_9"	1
15970	"5751_10"	1
15971	"5521_8"	1
15972	"7150_1"	0
15973	"6553_4"	0
15974	"9305_1"	0
15975	"972_3"	0
15976	"10826_10"	1
15977	"5126_2"	0
15978	"3701_2"	0
15979	"1981_9"	1
15980	"517_10"	1
15981	"5910_2"	0
15982	"4539_1"	0
